Date,Time,LMP ($/MWh),SRP ($/MWh)
06/30/2024,24,39.87592,1
07/01/2024,1,38.78123,1
07/01/2024,2,36.16257,1
07/01/2024,3,35.40675,1
07/01/2024,4,35.24863,1
07/01/2024,5,35.55608,1
07/01/2024,6,39.22935,1
07/01/2024,7,35.01441,1
07/01/2024,8,26.36967,0.5
07/01/2024,9,20.88915,0.14
07/01/2024,10,24.65059,0.14
07/01/2024,11,25.62844,0.14
07/01/2024,12,25.75663,0.3
07/01/2024,13,25.76451,0.14
07/01/2024,14,26.53719,0.14
07/01/2024,15,31.07927,0.14
07/01/2024,16,33.71113,0.45
07/01/2024,17,39.63104,1
07/01/2024,18,42.79733,1
07/01/2024,19,58.43129,5.86563
07/01/2024,20,76.8685,20
07/01/2024,21,75.1968,19
07/01/2024,22,61.30579,5.6
07/01/2024,23,48.03102,1
07/01/2024,24,45.42193,1.28
07/02/2024,1,44.21788,1.25
07/02/2024,2,43.45581,1
07/02/2024,3,40.99532,0.89552
07/02/2024,4,38.95772,0.45
07/02/2024,5,39.44709,1
07/02/2024,6,44.10385,0.5
07/02/2024,7,42.37354,1
07/02/2024,8,31.13192,0.5
07/02/2024,9,29.67629,1.5
07/02/2024,10,28.28361,0.5
07/02/2024,11,29.12362,1.06041
07/02/2024,12,29.42625,0.65209
07/02/2024,13,30.26864,0.5
07/02/2024,14,33.0274,0.5
07/02/2024,15,38.72436,1
07/02/2024,16,43.80271,3.52736
07/02/2024,17,44.26286,1
07/02/2024,18,57.91902,1
07/02/2024,19,69.81974,5.6
07/02/2024,20,95.98,30.29939
07/02/2024,21,83.13,8.89
07/02/2024,22,67.22825,7.36
07/02/2024,23,54.255,4.95452
07/02/2024,24,50.17143,1
07/03/2024,1,46.0118,1.38188
07/03/2024,2,42.2852,1
07/03/2024,3,37.07887,0.93792
07/03/2024,4,36.57074,0.96896
07/03/2024,5,36.64086,0.9725
07/03/2024,6,40.68835,0.5
07/03/2024,7,41.20693,0.51725
07/03/2024,8,33.01904,0.14
07/03/2024,9,32.33039,0.5
07/03/2024,10,30.2442,0.27
07/03/2024,11,31.72024,0.5
07/03/2024,12,32.66343,0.5
07/03/2024,13,30.44945,0.5
07/03/2024,14,35.06761,1
07/03/2024,15,40.41327,2.45
07/03/2024,16,46.20779,6
07/03/2024,17,54.62103,1
07/03/2024,18,63.27916,5.6
07/03/2024,19,80.16124,21.17905
07/03/2024,20,125.72174,67.29904
07/03/2024,21,92.16344,28.36184
07/03/2024,22,67.45051,11.35921
07/03/2024,23,51.06323,5.5
07/03/2024,24,46.6878,1
07/04/2024,1,48.10617,1
07/04/2024,2,39.94214,1
07/04/2024,3,39.64071,1.25
07/04/2024,4,38.82556,1
07/04/2024,5,36.73517,1
07/04/2024,6,39.08361,2
07/04/2024,7,32.69413,1
07/04/2024,8,25.75468,0.14
07/04/2024,9,23.05132,0.14
07/04/2024,10,22.94537,0.14
07/04/2024,11,23.252,0.14
07/04/2024,12,22.63644,0.14
07/04/2024,13,25.76244,0.14
07/04/2024,14,28.16205,0.14
07/04/2024,15,30.16483,0.93445
07/04/2024,16,32.43139,1
07/04/2024,17,36.81978,1
07/04/2024,18,47.32199,1.05666
07/04/2024,19,62.61552,9.08
07/04/2024,20,82.0208,30.86953
07/04/2024,21,74.39648,15.69352
07/04/2024,22,64.79875,8.71752
07/04/2024,23,55.28509,4.36
07/04/2024,24,47.77527,3.4673
07/05/2024,1,39.74334,2.34888
07/05/2024,2,36.87002,1
07/05/2024,3,36.37077,0.48
07/05/2024,4,36.16196,0.21733
07/05/2024,5,36.1193,0.14
07/05/2024,6,36.38539,0.14
07/05/2024,7,39.99295,0.51493
07/05/2024,8,32.70809,0.14
07/05/2024,9,31.95039,1
07/05/2024,10,31.96557,1.15159
07/05/2024,11,34.16144,1
07/05/2024,12,34.81627,1
07/05/2024,13,35.1006,1
07/05/2024,14,39.40814,2.65555
07/05/2024,15,45.01698,5.71207
07/05/2024,16,54.72865,5.5
07/05/2024,17,62.72429,5.65058
07/05/2024,18,77.08453,6
07/05/2024,19,109.61772,36.52921
07/05/2024,20,173.58424,110.90168
07/05/2024,21,140.62776,60.4814
07/05/2024,22,81.58497,19
07/05/2024,23,63.36205,9.88129
07/05/2024,24,52.68061,7.75456
07/06/2024,1,41.68426,1
07/06/2024,2,39.33024,1
07/06/2024,3,38.16037,0.88332
07/06/2024,4,39.25316,0.38
07/06/2024,5,38.94886,0.92767
07/06/2024,6,38.7003,1
07/06/2024,7,37.08602,1
07/06/2024,8,26.25344,0.14
07/06/2024,9,24.14158,0.1
07/06/2024,10,24.86568,0.1
07/06/2024,11,26.10908,0.1
07/06/2024,12,26.65151,0.09
07/06/2024,13,28.74032,0.14
07/06/2024,14,31.86137,0.14
07/06/2024,15,34.5375,0.14
07/06/2024,16,39.70932,1
07/06/2024,17,49.64237,1.13993
07/06/2024,18,56.55494,1.28
07/06/2024,19,75.61119,20.04728
07/06/2024,20,100.48251,37.83
07/06/2024,21,85.64803,25
07/06/2024,22,63.1639,9.38401
07/06/2024,23,52.78068,4.66
07/06/2024,24,42.43058,1
07/07/2024,1,37.97536,0.32418
07/07/2024,2,37.87225,0.46593
07/07/2024,3,37.41207,1
07/07/2024,4,35.56893,0.54761
07/07/2024,5,35.93142,1
07/07/2024,6,35.55587,1
07/07/2024,7,32.55291,1
07/07/2024,8,20.95865,0.45
07/07/2024,9,14.72208,0.09
07/07/2024,10,14.84806,0.14
07/07/2024,11,17.69461,0.14
07/07/2024,12,18.84277,0.14
07/07/2024,13,20.93862,0.14
07/07/2024,14,20.99347,0.14
07/07/2024,15,22.06124,0.14
07/07/2024,16,28.69579,0.14
07/07/2024,17,36.40576,1
07/07/2024,18,43.52542,1
07/07/2024,19,54.67637,9.03374
07/07/2024,20,66.75981,15.80982
07/07/2024,21,64.92792,17.3897
07/07/2024,22,54.06421,8.48693
07/07/2024,23,44.26501,1.68
07/07/2024,24,39.42491,1
07/08/2024,1,37.10386,1
07/08/2024,2,35.97063,1
07/08/2024,3,34.42184,0.14
07/08/2024,4,33.99468,0.14
07/08/2024,5,33.98085,0.14
07/08/2024,6,35.56224,0.37
07/08/2024,7,38.17158,0.92849
07/08/2024,8,31.95987,0.14
07/08/2024,9,31.5863,0.37
07/08/2024,10,31.54186,0.37
07/08/2024,11,31.68467,0.45
07/08/2024,12,32.7006,0.45
07/08/2024,13,33.41804,0.45
07/08/2024,14,37.22029,1.51915
07/08/2024,15,39.74129,1.68
07/08/2024,16,51.44793,5.6
07/08/2024,17,58.75964,5.4
07/08/2024,18,64.61956,5.6
07/08/2024,19,84.26758,20.29568
07/08/2024,20,146.2328,85.48787
07/08/2024,21,124.94973,55.31
07/08/2024,22,76.41923,18.03465
07/08/2024,23,56.8312,5.6
07/08/2024,24,47.46576,1.25
07/09/2024,1,39.52494,1
07/09/2024,2,38.47378,1
07/09/2024,3,37.71934,0.5
07/09/2024,4,37.33861,0.14
07/09/2024,5,39.45575,0.14
07/09/2024,6,42.66766,0.14
07/09/2024,7,44.41581,1
07/09/2024,8,33.67227,0.14
07/09/2024,9,32.49074,0.75172
07/09/2024,10,30.7108,0.45
07/09/2024,11,30.50939,0.8091
07/09/2024,12,30.70113,1
07/09/2024,13,32.32802,1
07/09/2024,14,32.60606,1
07/09/2024,15,30.18382,2.16
07/09/2024,16,43.73645,6.10333
07/09/2024,17,48.20593,9.6526
07/09/2024,18,70.024,9.7382
07/09/2024,19,99.62977,52.66162
07/09/2024,20,192.35117,180.81146
07/09/2024,21,155.73686,103.97911
07/09/2024,22,87.54299,33.72851
07/09/2024,23,60.1478,9.3197
07/09/2024,24,51.09751,1.72
07/10/2024,1,47.59107,4
07/10/2024,2,44.36997,2.2119
07/10/2024,3,42.54294,0.93176
07/10/2024,4,42.1533,0.45
07/10/2024,5,42.40024,0.45986
07/10/2024,6,45.29141,0.85601
07/10/2024,7,41.5522,1.5
07/10/2024,8,37.52714,0.14
07/10/2024,9,37.44452,0.78203
07/10/2024,10,37.09355,0.89634
07/10/2024,11,37.42488,1.04147
07/10/2024,12,38.40369,2.20801
07/10/2024,13,39.27011,4.23045
07/10/2024,14,41.59087,6.23
07/10/2024,15,51.50036,5.73449
07/10/2024,16,61.72394,14
07/10/2024,17,69.56078,6.23
07/10/2024,18,93.19596,41.11305
07/10/2024,19,207.50528,169.53
07/10/2024,20,389.47272,374.35297
07/10/2024,21,230.75761,188.03353
07/10/2024,22,109.86801,52.231
07/10/2024,23,73.31924,10
07/10/2024,24,62.35535,10.05
07/11/2024,1,57.15889,1.9581
07/11/2024,2,48.66939,1
07/11/2024,3,46.21486,1
07/11/2024,4,45.96621,1
07/11/2024,5,46.12028,1
07/11/2024,6,47.69858,1
07/11/2024,7,48.10283,1
07/11/2024,8,40.76212,0.67156
07/11/2024,9,39.48486,1
07/11/2024,10,39.69798,1
07/11/2024,11,39.55824,1
07/11/2024,12,39.73185,1
07/11/2024,13,42.62294,1
07/11/2024,14,48.69932,1
07/11/2024,15,61.60576,3.88
07/11/2024,16,68.09742,12.03567
07/11/2024,17,80.68931,14.11099
07/11/2024,18,126.77881,62.4833
07/11/2024,19,284.66684,223.37739
07/11/2024,20,589.59607,527.15426
07/11/2024,21,256.24142,194.95289
07/11/2024,22,118.86186,54.06668
07/11/2024,23,70.08117,7.01401
07/11/2024,24,64.12507,3.47318
07/12/2024,1,46.73118,0.14
07/12/2024,2,43.19085,0.14
07/12/2024,3,41.24885,0.14
07/12/2024,4,40.77178,0.14
07/12/2024,5,41.24364,0.14
07/12/2024,6,42.55626,0.14
07/12/2024,7,42.72478,0.14
07/12/2024,8,40.03547,0.26678
07/12/2024,9,38.91559,0.23468
07/12/2024,10,36.915,0.14
07/12/2024,11,37.53431,0.14
07/12/2024,12,38.5829,0.14
07/12/2024,13,41.25911,0.14
07/12/2024,14,44.52943,0.57
07/12/2024,15,57.46176,1
07/12/2024,16,62.20492,1
07/12/2024,17,67.09144,3.78
07/12/2024,18,82.26544,16.23817
07/12/2024,19,137.99161,74.7649
07/12/2024,20,244.5169,182.38567
07/12/2024,21,113.86562,49.46749
07/12/2024,22,80.4994,17
07/12/2024,23,64.19172,5.53706
07/12/2024,24,58.67459,5.5
07/13/2024,1,44.46034,1
07/13/2024,2,42.50737,1
07/13/2024,3,39.70736,1
07/13/2024,4,40.21305,0.6003
07/13/2024,5,40.5722,0.9736
07/13/2024,6,40.29661,1
07/13/2024,7,36.71391,1
07/13/2024,8,30.97924,0.14005
07/13/2024,9,30.30377,0.14
07/13/2024,10,29.30298,0.14
07/13/2024,11,29.25927,0.14
07/13/2024,12,29.7864,0.14
07/13/2024,13,30.9674,0.14
07/13/2024,14,32.51235,0.14
07/13/2024,15,35.07462,0.14
07/13/2024,16,37,0.14
07/13/2024,17,40.45622,1
07/13/2024,18,55.33304,4.73514
07/13/2024,19,61.90888,10.24559
07/13/2024,20,84.40322,26.02406
07/13/2024,21,65.85015,7.25
07/13/2024,22,57.23252,5.6
07/13/2024,23,49.95668,1
07/13/2024,24,42.76137,1
07/14/2024,1,42.18927,1
07/14/2024,2,40.77302,1
07/14/2024,3,37.52312,0.79674
07/14/2024,4,36.94985,0.84952
07/14/2024,5,38.77286,0.45
07/14/2024,6,38.82592,1
07/14/2024,7,34.98104,1
07/14/2024,8,28.42284,1
07/14/2024,9,24.04357,0.14
07/14/2024,10,19.99097,0.14
07/14/2024,11,25.19175,0.14
07/14/2024,12,24.28297,0.14
07/14/2024,13,25.07512,0.14782
07/14/2024,14,25.96023,0.14
07/14/2024,15,30.68168,0.14
07/14/2024,16,31.7258,0.25
07/14/2024,17,32.63823,0.45
07/14/2024,18,36.99647,0.45
07/14/2024,19,53.09176,6.96056
07/14/2024,20,71.15484,20
07/14/2024,21,59.36551,6.23
07/14/2024,22,50.38437,4.87224
07/14/2024,23,44.80966,1
07/14/2024,24,40.33705,1
07/15/2024,1,35.18437,1
07/15/2024,2,35.24641,0.65017
07/15/2024,3,34.35872,0.16783
07/15/2024,4,34.01377,0.14
07/15/2024,5,34.14134,0.14
07/15/2024,6,39.6761,0.59637
07/15/2024,7,37.27775,1
07/15/2024,8,32.07711,0.14
07/15/2024,9,30.88074,0.14
07/15/2024,10,28.57887,0.14
07/15/2024,11,29.74011,0.14
07/15/2024,12,29.62293,0.14
07/15/2024,13,31.05181,0.14
07/15/2024,14,30.11639,0.14
07/15/2024,15,32.36927,0.14
07/15/2024,16,35.39628,0.14
07/15/2024,17,38.32707,0.45
07/15/2024,18,44.38746,0.45
07/15/2024,19,54.21154,6.23
07/15/2024,20,75.45828,23.66846
07/15/2024,21,61.88838,7.77695
07/15/2024,22,52.00418,5.5
07/15/2024,23,44.60693,1
07/15/2024,24,40.45097,1
07/16/2024,1,41.4131,0.45
07/16/2024,2,38.96139,0.45
07/16/2024,3,38.48473,0.45
07/16/2024,4,38.44048,0.26
07/16/2024,5,39.90744,0.26
07/16/2024,6,42.69799,0.45
07/16/2024,7,42.076,1
07/16/2024,8,33.76872,0.14
07/16/2024,9,31.6793,0.14
07/16/2024,10,30.42109,0.14
07/16/2024,11,31.17772,0.14
07/16/2024,12,31.48252,0.14
07/16/2024,13,31.94996,0.14
07/16/2024,14,31.32831,0.14
07/16/2024,15,33.98724,0.14
07/16/2024,16,36.07648,0.14
07/16/2024,17,39.50973,0.26
07/16/2024,18,45.41875,0.45
07/16/2024,19,57.45408,1
07/16/2024,20,76.6616,12.88695
07/16/2024,21,65.88653,1.23368
07/16/2024,22,57.19707,1
07/16/2024,23,51.85078,1
07/16/2024,24,43.47116,1
07/17/2024,1,39.65254,0.45
07/17/2024,2,38.48407,0.14
07/17/2024,3,35.38718,0.14
07/17/2024,4,35.42089,0.14
07/17/2024,5,36.50538,0.14
07/17/2024,6,41.37559,1
07/17/2024,7,39.92471,1
07/17/2024,8,31.36754,0.14
07/17/2024,9,28.42399,0.14
07/17/2024,10,27.06381,0.14
07/17/2024,11,25.96308,0.14
07/17/2024,12,28.1476,0.14
07/17/2024,13,27.25041,0.14
07/17/2024,14,29.31089,0.14
07/17/2024,15,31.94078,0.14
07/17/2024,16,34.65712,0.14
07/17/2024,17,38.1866,1
07/17/2024,18,45.85577,0.45
07/17/2024,19,52.34153,5.5
07/17/2024,20,71.31174,16.58319
07/17/2024,21,64.36482,5.6
07/17/2024,22,50.62904,4.41
07/17/2024,23,42.14,1
07/17/2024,24,41.98138,1
07/18/2024,1,43.09276,0.45
07/18/2024,2,41.48683,0.45
07/18/2024,3,38.42654,0.14
07/18/2024,4,36.87675,0.14
07/18/2024,5,38.38877,0.14
07/18/2024,6,42.91036,0.45
07/18/2024,7,40.98864,0.45
07/18/2024,8,36.53006,0.41006
07/18/2024,9,32.75013,0.14
07/18/2024,10,30.69866,0.14
07/18/2024,11,31.48221,0.14
07/18/2024,12,32.81927,0.14
07/18/2024,13,31.63853,0.14
07/18/2024,14,34.08255,0.14
07/18/2024,15,34.97738,0.14
07/18/2024,16,38.36088,0.65272
07/18/2024,17,39.32915,1
07/18/2024,18,50.85589,1
07/18/2024,19,68.30611,5.39
07/18/2024,20,91.37592,22
07/18/2024,21,72.90077,6.23
07/18/2024,22,62.22137,4.76269
07/18/2024,23,46.17708,1
07/18/2024,24,44.77766,1
07/19/2024,1,42.07082,0.45
07/19/2024,2,41.64919,0.45
07/19/2024,3,41.5355,0.45
07/19/2024,4,41.12154,0.14193
07/19/2024,5,41.17672,0.14
07/19/2024,6,43.67036,0.45
07/19/2024,7,41.63667,0.45
07/19/2024,8,37.48683,0.45
07/19/2024,9,31.597,0.14
07/19/2024,10,31.32576,0.14
07/19/2024,11,28.49419,0.14
07/19/2024,12,27.28964,0.14
07/19/2024,13,27.60597,0.14
07/19/2024,14,34.26143,0.14
07/19/2024,15,31.56872,0.18
07/19/2024,16,42.87294,0.45
07/19/2024,17,49.57503,1
07/19/2024,18,68.05253,1
07/19/2024,19,79.96586,6.90475
07/19/2024,20,125.84649,72.23847
07/19/2024,21,81.86522,25.61378
07/19/2024,22,63.68426,4.91988
07/19/2024,23,63.39516,1.5
07/19/2024,24,50.65775,6.51
07/20/2024,1,46.01939,1.02917
07/20/2024,2,44.44911,0.77777
07/20/2024,3,42.50747,0.45
07/20/2024,4,44.08339,0.45
07/20/2024,5,43.20631,0.45
07/20/2024,6,43.24429,0.45
07/20/2024,7,40.65291,0.45
07/20/2024,8,32.08015,0.14
07/20/2024,9,27.63805,0.14
07/20/2024,10,25.07973,0.14
07/20/2024,11,25.99782,0.14
07/20/2024,12,27.71815,0.1
07/20/2024,13,29.72052,0.14
07/20/2024,14,31.52985,0.14
07/20/2024,15,31.38267,0.14
07/20/2024,16,37.87392,0.14
07/20/2024,17,41.56007,1
07/20/2024,18,56.91588,3.75152
07/20/2024,19,68.03983,1.48
07/20/2024,20,99.86003,42.79534
07/20/2024,21,76.55118,11.89157
07/20/2024,22,62.36292,1.67
07/20/2024,23,55.21211,1.5
07/20/2024,24,44.68325,4.00867
07/21/2024,1,53.63663,1.5
07/21/2024,2,44.21839,0.45
07/21/2024,3,41.82641,0.45
07/21/2024,4,43.21632,0.45
07/21/2024,5,41.7177,0.45
07/21/2024,6,44.26595,0.45
07/21/2024,7,40.10869,0.45
07/21/2024,8,30.05973,0.45
07/21/2024,9,25.69311,0.14
07/21/2024,10,22.52568,0.14
07/21/2024,11,23.30725,0.14
07/21/2024,12,22.87607,0.14
07/21/2024,13,24.26114,0.14
07/21/2024,14,25.0303,0.14
07/21/2024,15,28.95504,0.14
07/21/2024,16,33.93324,0.15
07/21/2024,17,35.19633,0.45
07/21/2024,18,41.05728,1
07/21/2024,19,60.48452,4.22574
07/21/2024,20,82.32624,23.60135
07/21/2024,21,68.02836,5.6
07/21/2024,22,60.66122,4.32869
07/21/2024,23,49.35156,1
07/21/2024,24,42.1206,1
07/22/2024,1,42.83721,0.45
07/22/2024,2,42.05555,0.45
07/22/2024,3,39.5339,0.45
07/22/2024,4,38.68649,0.45
07/22/2024,5,39.21652,0.45
07/22/2024,6,43.8237,0.45
07/22/2024,7,40.54144,0.45
07/22/2024,8,36.28822,0.45
07/22/2024,9,32.11036,0.14
07/22/2024,10,29.18174,0.14
07/22/2024,11,31.05103,0.14
07/22/2024,12,33.13755,0.14
07/22/2024,13,34.18391,0.14
07/22/2024,14,37.64124,0.14
07/22/2024,15,38.86549,0.14
07/22/2024,16,43.64609,0.45
07/22/2024,17,56.90558,4.98541
07/22/2024,18,61.5751,4.95523
07/22/2024,19,82.95287,20.87002
07/22/2024,20,153.83617,88.40204
07/22/2024,21,82.8888,10.11
07/22/2024,22,66.17082,5.6
07/22/2024,23,59.4547,1.5
07/22/2024,24,54.24297,1
07/23/2024,1,48.56401,1
07/23/2024,2,45.93451,0.87294
07/23/2024,3,45.11068,0.73797
07/23/2024,4,44.75008,0.16
07/23/2024,5,44.91577,0.14
07/23/2024,6,45.55223,0.68747
07/23/2024,7,51.10787,1
07/23/2024,8,41.59216,0.88462
07/23/2024,9,36.52238,0.14
07/23/2024,10,36.07898,0.14
07/23/2024,11,36.49745,0.14
07/23/2024,12,37.28126,0.14
07/23/2024,13,39.1629,0.16
07/23/2024,14,44.62186,0.14
07/23/2024,15,52.79278,1.25428
07/23/2024,16,60.85934,1
07/23/2024,17,64.77704,4.99
07/23/2024,18,79.55385,9.63069
07/23/2024,19,135.25343,65.23315
07/23/2024,20,294.16928,220.2096
07/23/2024,21,137.46754,64.91378
07/23/2024,22,85.77894,16.64086
07/23/2024,23,67.67488,8.9092
07/23/2024,24,58.93342,2.57221
07/24/2024,1,54.4428,1
07/24/2024,2,48.8236,1
07/24/2024,3,44.98639,0.95127
07/24/2024,4,44.28607,0.27247
07/24/2024,5,44.34553,0.98051
07/24/2024,6,48.17582,1.01353
07/24/2024,7,49.23312,1
07/24/2024,8,40.74667,0.4464
07/24/2024,9,36.37825,0.14
07/24/2024,10,35.87442,0.14
07/24/2024,11,36.64033,0.14
07/24/2024,12,36.96014,0.14
07/24/2024,13,39.81193,0.14
07/24/2024,14,45.16019,0.14
07/24/2024,15,50.55588,0.45
07/24/2024,16,55.81916,1.46635
07/24/2024,17,64.47516,1.42658
07/24/2024,18,72.10241,6.02
07/24/2024,19,102.57613,37.58
07/24/2024,20,222.9053,157.85398
07/24/2024,21,107.67053,42.59
07/24/2024,22,75.2094,10.55066
07/24/2024,23,63.74009,6.02
07/24/2024,24,55.07055,1.7
07/25/2024,1,52.69514,1
07/25/2024,2,47.74226,1
07/25/2024,3,44.17959,1
07/25/2024,4,43.38484,0.83176
07/25/2024,5,43.23041,0.28852
07/25/2024,6,45.59259,1
07/25/2024,7,48.31561,1
07/25/2024,8,40.15462,1
07/25/2024,9,36.98218,0.14
07/25/2024,10,35.68222,0.14
07/25/2024,11,34.29589,0.14
07/25/2024,12,36.73023,0.14
07/25/2024,13,37.32493,0.14
07/25/2024,14,38.10614,0.14
07/25/2024,15,48.60019,1
07/25/2024,16,49.83455,1
07/25/2024,17,59.31953,1
07/25/2024,18,66.65873,9.90187
07/25/2024,19,106.50832,53.4663
07/25/2024,20,214.70187,179.49438
07/25/2024,21,137.34592,74.17494
07/25/2024,22,79.36216,17
07/25/2024,23,61.5597,5.75802
07/25/2024,24,57.1705,1
07/26/2024,1,57.42561,1
07/26/2024,2,49.85169,1
07/26/2024,3,45.73197,1
07/26/2024,4,44.28002,0.38141
07/26/2024,5,44.42745,0.68098
07/26/2024,6,49.16719,1
07/26/2024,7,50.18418,1
07/26/2024,8,39.12322,1
07/26/2024,9,35.23787,0.14
07/26/2024,10,33.65375,0.14
07/26/2024,11,34.13479,0.14
07/26/2024,12,35.30145,0.14
07/26/2024,13,36.67529,0.14
07/26/2024,14,37.15181,0.14
07/26/2024,15,37.17074,0.14
07/26/2024,16,38.78536,0.19
07/26/2024,17,48.35491,0.19
07/26/2024,18,59.90382,5.24
07/26/2024,19,69.39764,17.40996
07/26/2024,20,125.63425,80.75125
07/26/2024,21,73.92855,24.39546
07/26/2024,22,62.2445,13.15
07/26/2024,23,50.55808,4.94135
07/26/2024,24,47.45191,1
07/27/2024,1,43.5979,0.45
07/27/2024,2,41.32256,0.45
07/27/2024,3,39.48913,0.45
07/27/2024,4,40.01118,0.45
07/27/2024,5,40.68347,0.45
07/27/2024,6,42.10173,0.45
07/27/2024,7,40.57743,0.45
07/27/2024,8,31.46929,0.45
07/27/2024,9,19.90869,0.14
07/27/2024,10,16.769,0.14
07/27/2024,11,15.55376,0.14
07/27/2024,12,17.22504,0.14
07/27/2024,13,16.44012,0.14
07/27/2024,14,16.61032,0.14
07/27/2024,15,22.05092,0.14
07/27/2024,16,29.30139,0.14
07/27/2024,17,30.29296,0.14
07/27/2024,18,38.2952,0.14
07/27/2024,19,51.28852,1
07/27/2024,20,64.11797,5.5
07/27/2024,21,62.48767,3.77
07/27/2024,22,52.83154,1
07/27/2024,23,50.47693,2
07/27/2024,24,43.93406,1
07/28/2024,1,39.60856,0.45
07/28/2024,2,39.77803,0.45
07/28/2024,3,39.32879,0.45
07/28/2024,4,36.33727,0.45
07/28/2024,5,38.10771,0.45
07/28/2024,6,38.593,0.45
07/28/2024,7,35.33596,0.45
07/28/2024,8,24.10032,0.45
07/28/2024,9,7.51532,0.45
07/28/2024,10,4.7588,0.14
07/28/2024,11,3.91891,0.14
07/28/2024,12,4.55962,0.14
07/28/2024,13,5.70858,0.14
07/28/2024,14,6.58707,0.14
07/28/2024,15,7.80024,0.14
07/28/2024,16,13.81931,0.14
07/28/2024,17,24.16459,0.14
07/28/2024,18,34.83857,0.14
07/28/2024,19,47.71487,1
07/28/2024,20,61.97307,5.6
07/28/2024,21,59.35485,5.6
07/28/2024,22,49.67262,1
07/28/2024,23,46.60981,2
07/28/2024,24,38.78077,1
07/29/2024,1,36.80736,0.45
07/29/2024,2,36.63844,0.14
07/29/2024,3,35.69387,0.14
07/29/2024,4,35.72628,0.14
07/29/2024,5,36.83355,0.14
07/29/2024,6,41.9623,0.19991
07/29/2024,7,42.19,1
07/29/2024,8,32.96909,0.45
07/29/2024,9,22.75295,0.45
07/29/2024,10,21.58485,0.14
07/29/2024,11,20.13403,0.14
07/29/2024,12,21.66941,0.14
07/29/2024,13,21.50889,0.14
07/29/2024,14,22.70124,0.14
07/29/2024,15,22.18414,0.14
07/29/2024,16,27.05805,0.14
07/29/2024,17,32.33538,0.14
07/29/2024,18,39.73627,0.14
07/29/2024,19,47.37131,2.85505
07/29/2024,20,64.35606,12.23286
07/29/2024,21,59.274,5.842
07/29/2024,22,47.75851,0.85095
07/29/2024,23,46.90235,2
07/29/2024,24,40.66077,1
07/30/2024,1,38.97405,1
07/30/2024,2,36.30168,0.61733
07/30/2024,3,33.58901,0.45
07/30/2024,4,33.64137,0.45
07/30/2024,5,35.68664,0.45
07/30/2024,6,36.31161,0.51037
07/30/2024,7,36.27563,0.68855
07/30/2024,8,27.57327,0.45
07/30/2024,9,16.48955,0.45
07/30/2024,10,12.92496,0.14
07/30/2024,11,14.5886,0.14
07/30/2024,12,15.91515,0.14
07/30/2024,13,17.46329,0.18973
07/30/2024,14,17.95751,0.3
07/30/2024,15,21.62094,0.45
07/30/2024,16,27.46515,0.45
07/30/2024,17,29.82065,0.45
07/30/2024,18,35.311,0.45
07/30/2024,19,49.13828,1
07/30/2024,20,60.32184,7.70138
07/30/2024,21,55.20606,3.38487
07/30/2024,22,49.76882,2
07/30/2024,23,46.61593,1
07/30/2024,24,39.22296,1
07/31/2024,1,41.8829,0.45
07/31/2024,2,36.75857,0.45
07/31/2024,3,35.87564,0.14
07/31/2024,4,35.46643,0.14
07/31/2024,5,37.3208,0.14
07/31/2024,6,44.15288,0.45
07/31/2024,7,43.48064,1
07/31/2024,8,32.545,0.45
07/31/2024,9,27.29533,0.2631
07/31/2024,10,25.31971,0.14
07/31/2024,11,25.20437,0.14
07/31/2024,12,25.66549,0.14
07/31/2024,13,27.04633,0.14
07/31/2024,14,28.49988,0.14
07/31/2024,15,32.00744,0.45
07/31/2024,16,37.3883,1
07/31/2024,17,43.46837,1
07/31/2024,18,58.69773,1
07/31/2024,19,67.20985,5.4
07/31/2024,20,98.50827,17.13499
07/31/2024,21,77.13342,16.5117
07/31/2024,22,60.19985,5.4
07/31/2024,23,54.59663,1.5
07/31/2024,24,49.84725,1.32871
08/01/2024,1,44.82004,1
08/01/2024,2,46.38993,0.77742
08/01/2024,3,43.38297,0.33912
08/01/2024,4,42.67243,0.14
08/01/2024,5,43.18953,0.14
08/01/2024,6,44.06585,0.14
08/01/2024,7,49.51105,1
08/01/2024,8,41.37813,0.59812
08/01/2024,9,37.489,0.14
08/01/2024,10,33.79342,0.14
08/01/2024,11,33.72806,0.14
08/01/2024,12,34.37226,0.14
08/01/2024,13,35.21405,0.14
08/01/2024,14,37.35311,0.45
08/01/2024,15,41.54114,1
08/01/2024,16,56.23676,1
08/01/2024,17,64.08306,2.48
08/01/2024,18,78.22438,9.35592
08/01/2024,19,113.17038,42.98741
08/01/2024,20,177.00401,93.59789
08/01/2024,21,97.50242,21.16098
08/01/2024,22,76.19757,13.74692
08/01/2024,23,60.95327,5.6
08/01/2024,24,55.63682,1
08/02/2024,1,58.50943,1
08/02/2024,2,57.22198,1
08/02/2024,3,48.2436,0.58168
08/02/2024,4,47.53971,0.14
08/02/2024,5,47.82917,0.14
08/02/2024,6,55.7157,0.18
08/02/2024,7,56.58648,1
08/02/2024,8,44.16932,0.5633
08/02/2024,9,42.25572,0.14
08/02/2024,10,40.05185,0.14
08/02/2024,11,39.1943,0.14
08/02/2024,12,41.12409,0.14
08/02/2024,13,41.11117,0.21
08/02/2024,14,44.4801,0.21
08/02/2024,15,51.24811,1
08/02/2024,16,60.46657,3.15
08/02/2024,17,69.30666,1
