hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
145,7,1657.693009,332.30779500000017,0.0,0.0,0.0,600.0,400.0,325.38521399999996,0.0,-0.0,0.0,0.0
146,7,1551.056786,229.36224200000015,0.0,0.0,0.0,600.0,400.0,321.694544,0.0,-0.0,0.0,0.0
147,7,1475.748275,164.12398499999995,0.0,0.0,0.0,600.0,400.0,311.62429000000003,0.0,-0.0,0.0,0.0
148,7,1442.914023,115.86800900000003,0.0,0.0,0.0,600.0,400.0,327.046014,0.0,-0.0,0.0,0.0
149,7,1448.39025,0.0,0.0,0.0,0.0,437.2639551,400.0,353.355214,257.77108089999996,-0.0,0.0,0.0
150,7,2266.52923,0.0,0.0,0.0,0.0,48.73918649999997,400.0,350.11269800000014,1467.6773455,-0.0,0.0,0.0
151,7,2371.011932,0.0,0.0,0.0,0.0,0.0,333.3308832823111,329.919464,2093.5759016,385.8143168823112,0.0,-385.8143168823112
152,7,2527.017376,0.0,0.0,0.0,0.0,0.0,320.1602956083696,354.436052,2238.3435664999997,385.9225381083699,0.0,-385.9225381083699
153,7,2685.809456,0.0,0.0,0.0,0.0,2.2734951315817686,400.0,391.29002,2210.6456279,318.39968703158195,0.0,-318.39968703158195
154,7,2726.791039,0.0,0.0,0.0,0.0,11.199090440090119,400.0,417.41468599999996,2153.0119703,254.83470774009015,0.0,-254.83470774009015
155,7,2669.625705,0.0,0.0,0.0,0.0,0.07226572597664926,400.0,475.490002,2129.3716365,335.30819922597686,0.0,-335.30819922597686
156,7,2758.932097,0.0,0.0,0.0,0.0,7.133454569506232,400.0,502.37916400000006,2165.2283214,315.80884296950643,0.0,-315.80884296950643
157,7,2847.767118,0.0,0.0,0.0,0.0,0.01903949615370948,400.0,560.507204,2213.0053083,325.7644337961533,0.0,-325.7644337961533
158,7,2848.081366,0.0,0.0,0.0,0.0,0.18086698364186304,400.0,600.49824,2215.9744978999997,368.57223888364155,0.0,-368.57223888364155
159,7,2631.57864,0.0,0.0,0.0,0.0,0.0,389.2914584434309,616.6844600000002,2012.3628602000001,386.760138643431,0.0,-386.760138643431
160,7,2671.848544,112.23181399999977,0.0,0.0,0.0,600.0,400.0,610.0676179999999,949.549112,-0.0,0.0,0.0
161,7,2665.452682,500.0,236.37572327385618,0.0,0.0,600.0,400.0,695.427524,11.9377153,0.0,221.7117194261437,221.7117194261437
162,7,2609.770781,500.0,117.26116855091203,0.0,0.0,600.0,400.0,772.061634,0.0,0.0,220.44797844908825,220.44797844908825
163,7,2582.218662,500.0,135.85261312080146,0.0,0.0,600.0,400.0,725.8228220000001,0.0,0.0,220.5432268791986,220.5432268791986
164,7,2469.154227,500.0,57.550746637410015,0.0,0.0,600.0,400.0,691.842302,0.0,0.0,219.76117836258987,219.76117836258987
165,7,2315.232985,441.566466616738,1.716420260928765,0.0,0.0,600.0,400.0,721.077676,0.0,0.0,150.87242212233323,150.87242212233323
166,7,2122.432846,401.88241000000016,0.0,0.0,0.0,600.0,400.0,720.550436,0.0,-0.0,0.0,0.0
167,7,1922.10925,190.9613199999999,0.0,0.0,0.0,600.0,400.0,731.14793,0.0,-0.0,0.0,0.0
