hour,day,demand,power_NGCC 1,power_NGCC 2,power_NGCT 1,power_NGCT 2,power_Coal,power_Hydro,power_Wind,power_PV,ptes_charge,ptes_discharge,ptes_power
82,4,2884.621891,0.0,0.0,0.0,0.0,361.7384160177875,400.0,182.292696,2129.4935388,188.9027598177876,0.0,-188.9027598177876
83,4,2852.573258,0.0,0.0,0.0,0.0,361.73746354125797,400.0,163.523008,2107.2637858,179.95099934125804,0.0,-179.95099934125804
84,4,2857.176061,0.0,0.0,0.0,0.0,361.7438685948372,400.0,146.941358,2130.9041219,182.41328749483716,0.0,-182.41328749483716
85,4,2849.037972,0.0,0.0,0.0,0.0,361.7563002409589,400.0,120.711244,2159.7601335,193.18970574095874,0.0,-193.18970574095874
86,4,2876.506909,0.0,0.0,0.0,0.0,361.70297452046793,400.0,98.804486,2137.6348695,121.6354210204679,0.0,-121.6354210204679
87,4,2602.737181,0.0,0.0,0.0,0.0,361.76337897225653,400.0,93.08395,1937.0794948,189.18964277225655,0.0,-189.18964277225655
88,4,2612.59901,358.13740015170214,0.0,0.0,0.0,600.0,400.0,90.13141399999995,964.2035091,0,200.1266867482978,200.1266867482978
89,4,2625.104215,500.0,400.0,350.0,19.446185402774717,600.0,400.0,137.609238,17.9544647,0,200.09432689722317,200.09432689722317
90,4,2596.017828,500.0,400.0,217.73212385146226,0.0,600.0,400.0,278.223734,0.0,0,200.06197014853782,200.06197014853782
91,4,2604.932293,500.0,400.0,241.07255249799556,0.0,600.0,400.0,263.830124,0.0,0,200.02961650200422,200.02961650200422
92,4,2529.36499,500.0,400.0,189.02607404237415,0.0,600.0,400.0,240.34165,0.0,0,199.99726595762593,199.99726595762593
93,4,2322.733336,500.0,399.16658748458485,0.0,0.0,600.0,400.0,223.60183,0.0,0,199.9649185154149,199.9649185154149
94,4,2100.287633,500.0,199.1608628248557,0.0,0.0,600.0,400.0,201.194196,0.0,0,199.93257417514417,199.93257417514417
95,4,1865.410666,456.80308906297574,0.0,0.0,0.0,600.0,400.0,208.70734399999998,0.0,0,199.90023293702433,199.90023293702433
96,5,1693.17988,286.81904319923535,0.0,0.0,0.0,600.0,400.0,206.492942,0.0,0,199.86789480076462,199.86789480076462
97,5,1577.809423,237.69337023409852,0.0,0.0,0.0,600.0,400.0,203.777664,0.0,0,136.33838876590144,136.33838876590144
98,5,1511.221283,237.45267851127218,0.0,0.0,0.0,600.0,400.0,208.28555200000002,0.0,0,65.48305248872785,65.48305248872785
99,5,1462.411238,225.33846599999993,0.0,0.0,0.0,600.0,400.0,237.072772,0.0,0,0.0,0.0
100,5,1456.190984,137.55442200000005,0.0,0.0,0.0,600.0,400.0,318.636562,0.0,0,0.0,0.0
101,5,1540.455551,0.0,0.0,0.0,0.0,530.9287164,400.0,315.394044,294.1327906,0,0.0,0.0
102,5,2333.685788,0.0,0.0,0.0,0.0,340.48717217241415,400.0,302.081274,1536.4041100999998,245.28676827241432,0.0,-245.28676827241432
103,5,2674.542755,0.0,0.0,0.0,0.0,174.53013264978148,400.0,220.51748399999997,2164.9409800999997,285.4458417497812,0.0,-285.4458417497812
104,5,2825.825242,0.0,0.0,0.0,0.0,232.1862626676981,400.0,248.724742,2230.3676748000003,285.45343746769834,0.0,-285.45343746769834
105,5,2898.222342,0.0,0.0,0.0,0.0,253.1020541640351,400.0,317.872066,2212.7092592,285.4610373640349,0.0,-285.4610373640349
106,5,2902.612565,0.0,0.0,0.0,0.0,226.8516075589231,400.0,382.748758,2178.4808408999997,285.4686414589231,0.0,-285.4686414589231
107,5,2911.771958,0.0,0.0,0.0,0.0,272.05364727877065,400.0,366.984328,2158.2102325,285.4762497787709,0.0,-285.4762497787709
108,5,2856.968103,0.0,0.0,0.0,0.0,302.89759604470623,400.0,277.61741,2161.9369593,285.48386234470604,0.0,-285.48386234470604
109,5,2848.02591,0.0,0.0,0.0,0.0,312.65386698718453,400.0,234.99017999999978,2185.8733422,285.4914791871845,0.0,-285.4914791871845
110,5,2847.52219,0.0,0.0,0.0,0.0,340.57604839957554,400.0,224.181792,2165.1934925,282.4291428995753,0.0,-282.4291428995753
111,5,2701.554184,0.0,0.0,0.0,0.0,340.4998463698274,400.0,217.43314,1939.6133197,195.99212206982713,0.0,-195.99212206982713
112,5,2759.851734,410.69614868981165,0.0,0.0,0.0,600.0,400.0,230.61409999999978,918.9429338,0,199.5985515101882,199.5985515101882
113,5,2772.560276,500.0,400.0,350.0,3.2024908333347355,600.0,400.0,307.77545,12.0160809,0,199.56625426666497,199.56625426666497
114,5,2742.568116,500.0,400.0,329.09001588255717,0.0,600.0,400.0,313.94414,0.0,0,199.53396011744266,199.53396011744266
115,5,2736.629761,500.0,400.0,329.0890239367475,0.0,600.0,400.0,308.03906800000004,0.0,0,199.50166906325262,199.50166906325262
116,5,2644.929541,500.0,400.0,205.97131789808506,0.0,600.0,400.0,339.48884200000003,0.0,0,199.46938110191493,199.46938110191493
117,5,2423.592948,500.0,393.7618737641533,0.0,0.0,600.0,400.0,330.393978,0.0,0,199.43709623584667,199.43709623584667
118,5,2164.112243,500.0,149.68245053739693,0.0,0.0,600.0,400.0,315.02497800000003,0.0,0,199.40481446260307,199.40481446260307
119,5,1919.271779,362.2470352158356,0.0,0.0,0.0,600.0,400.0,357.65220800000003,0.0,0,199.37253578416434,199.37253578416434
120,6,1711.914582,144.77277380137653,0.0,0.0,0.0,600.0,400.0,367.80154799999997,0.0,0,199.3402601986236,199.3402601986236
121,6,1584.621202,136.06589138642647,0.0,0.0,0.0,600.0,400.0,396.746938,0.0,0,51.808372613573546,51.808372613573546
122,6,1521.032277,84.68973100000005,0.0,0.0,0.0,600.0,400.0,436.34254599999997,0.0,0,0.0,0.0
123,6,1483.026804,0.0,0.0,0.0,0.0,577.8796380000001,400.0,505.14716599999997,0.0,0,0.0,0.0
124,6,1487.759003,0.0,0.0,0.0,0.0,547.7877369999999,400.0,539.971266,0.0,0,0.0,0.0
125,6,1562.69319,0.0,0.0,0.0,0.0,374.3548307000001,400.0,520.83251,267.5058492999999,0,0.0,0.0
126,6,2341.611297,0.0,0.0,0.0,0.0,364.1075296943936,400.0,424.58512999999994,1427.3015677,274.38293039439384,0.0,-274.38293039439384
127,6,2664.075538,0.0,0.0,0.0,0.0,192.10011895777268,400.0,275.03394,2082.4218422999998,285.4803632577722,0.0,-285.4803632577722
128,6,2740.382247,0.0,0.0,0.0,0.0,145.65818266782583,400.0,282.757984,2197.4540584,285.4879780678258,0.0,-285.4879780678258
129,6,2826.601619,0.0,0.0,0.0,0.0,254.42218545619323,400.0,280.569944,2177.1050867,285.49559715619296,0.0,-285.49559715619296
130,6,2829.72561,0.0,0.0,0.0,0.0,290.1159445577216,400.0,297.177956,2127.93493,285.50322055772153,0.0,-285.50322055772153
131,6,2842.438773,0.0,0.0,0.0,0.0,318.18302879538993,400.0,312.99511,2096.7714825000003,285.5108482953902,0.0,-285.5108482953902
132,6,2864.70876,0.0,0.0,0.0,0.0,304.72889759703816,400.0,325.095232,2120.4031108,285.5184803970382,0.0,-285.5184803970382
133,6,2923.741094,0.0,0.0,0.0,0.0,307.9292426805738,400.0,336.536306,2164.8016622,285.5261168805738,0.0,-285.5261168805738
